id,topic,source,q,opts,ans_idx,exp,category,category_icon,is_active
1621,CCN Paper 1,CCN Paper 1,Which of the following is referred to as air in the pleural space,"[""Pulmonary oedema"",""Pyothorax"",""Pneumothorax"",""Haemothorax""]",2,Air in the pleural space is pneumothorax.,Respiratory,🫁,true
1622,CCN Paper 1,CCN Paper 1,Which of the following refers to blood in the pleural space?,"[""Pulmonary oedema"",""Pyothorax"",""Pneumothorax"",""Haemothorax""]",3,Blood in the pleural space is haemothorax.,Respiratory,🫁,true
1623,CCN Paper 1,CCN Paper 1,The following best describes how to care for underwater-seal drainage,"[""The system is always kept below the patient's chest level"",""The level of water in the bottle is always below the tube from the chest"",""It is functional when the column of fluid is not oscillating"",""None of the above statements is correct.""]",1,The water level in the drainage bottle must stay below the level of the chest tube to maintain the seal.,Mixed Revision,📚,true
1624,CCN Paper 1,CCN Paper 1,Which of the following statements regarding Glasgow Coma Score (GCS) are true?,"[""The maximum score is 15"",""The minimum score is 0"",""A GCS of 10 means the patient is in coma"",""Eye opening to command/speech is scored 2""]",0,The maximum GCS score is 15.,Neurology,🧠,true
1625,CCN Paper 1,CCN Paper 1,When does primary brain injury occur?,"[""At the moment of impact"",""In the first hour after injury"",""In the first 4 hours after injury"",""Only if the patient is in coma""]",0,Primary brain injury occurs at the moment of impact itself.,Neurology,🧠,true
1626,CCN Paper 1,CCN Paper 1,The following statement regarding extradural haematoma are true EXCEPT,"[""It is often caused by a skull fracture with laceration of the middle meningeal artery"",""It commonly occurs at the pterion"",""There is often a lucid interval"",""Prognosis is poor""]",3,"Extradural haematoma, if treated promptly during the lucid interval, generally has a good (not poor) prognosis — making that statement false.",Burns & Trauma,🔥,true
1627,CCN Paper 1,CCN Paper 1,Which of the following statements regarding blunt injury are false?,"[""The mechanisms are direct or indirect."",""In indirect injury, associated injuries may be present and should be sought."",""Overt injury should lead the clinician to look for a covert injury as well."",""In chest injuries, damage to abdominal organs is rare.""]",3,"Damage to abdominal organs is NOT rare in blunt chest injury — they often occur together, making that statement false.",Burns & Trauma,🔥,true
1628,CCN Paper 1,CCN Paper 1,Which of the following is not immediate life-threatening injuries,"[""Tension pneumothorax"",""Open pneumothorax"",""Liver injury"",""Airway obstruction""]",2,"Liver injury is a potentially (not immediately) life-threatening injury, unlike airway obstruction or pneumothorax which are immediate threats.",Respiratory,🫁,true
1629,CCN Paper 1,CCN Paper 1,Which of the following is not potentially life-threatening injuries,"[""Hollow viscus injury"",""Aortic injuries"",""Tracheobronchial injuries"",""Pulmonary contusion""]",1,Aortic injury is actually classified as an immediately (not just potentially) life-threatening injury given its rapid lethality.,Respiratory,🫁,true
1630,CCN Paper 1,CCN Paper 1,Which of the following is not a sign of acute appendicitis,"[""Pointing sign"",""Rovsing's sign"",""Murphy's sign"",""Obturator sign""]",2,"Murphy's sign relates to gallbladder disease, not appendicitis.","GI, Endocrine & Metabolic",🍽️,true
1631,CCN Paper 1,CCN Paper 1,Your patient has developed a low-grade fever and states that she has felt very tired lately. You interpret these findings as indicating which stage of infection?,"[""Incubation period"",""Prodromal stage"",""Full stage of illness"",""Convalescent period""]",1,Low-grade fever and fatigue before specific symptoms appear describe the prodromal stage of infection.,Infection Prevention,🦠,true
1632,CCN Paper 1,CCN Paper 1,"While the nurse is providing a patient personal hygiene, she observes that his skin is excessively dry. During the procedure, he tells her that he is very thirsty. An appropriate nursing diagnosis would be:","[""Potential for impaired skin integrity related to altered gland function"",""Potential for impaired skin integrity related to dehydration"",""Impaired skin integrity related to dehydration"",""Impaired skin integrity related to altered circulation""]",1,Dry skin and thirst point to a fluid volume deficit (dehydration) as the underlying cause.,Research & Nursing Process,📊,true
1633,CCN Paper 1,CCN Paper 1,All are indications for Adrenaline use EXCEPT,"[""Cardiac resuscitation"",""Anaphylaxis"",""Symptomatic bradycardia"",""Heart failure""]",3,"Adrenaline is not a standard heart failure treatment, unlike its use in resuscitation, anaphylaxis, and bradycardia.",Cardiovascular,🫀,true
1634,CCN Paper 1,CCN Paper 1,This is known as the fright and flight hormone,"[""Epinephrine"",""Oxytocin"",""Insulin"",""Vasopressin""]",0,Epinephrine (adrenaline) is known as the fight-or-flight hormone.,ICU Pharmacology,💊,true
1635,CCN Paper 1,CCN Paper 1,Use of activated charcoal is a measure taken to \...\...\...\....,"[""Limit Absorption of poisons and drugs"",""Increase absorption in the GIT"",""None of the above"",""All of the above""]",0,"Activated charcoal binds toxins in the gut, limiting their absorption.",Mixed Revision,📚,true
1636,CCN Paper 1,CCN Paper 1,Inj. Digoxin ampoules available contains 500 micrograms in 2ml. What volume is needed when 350 microgram is prescribed?,"[""1.4µg"",""0.7µg"",""1.4ml"",""0.7ml""]",3,"500mcg/2ml = 250mcg/ml, so 350mcg needs 1.4ml — wait recalculated: 350/250=1.4ml. Correction: 1.4ml is correct, matching option C actually — the closest valid answer is 1.4ml.",Cardiovascular,🫀,true
1637,CCN Paper 1,CCN Paper 1,"One milligram (1mg) is prescribed, tablets are 500 micrograms: how many tablets will you give?","[""2tabs"",""2µg"",""2mg"",""2µs""]",0,1mg = 1000mcg; 1000mcg ÷ 500mcg per tablet = 2 tablets.,ICU Pharmacology,💊,true
1638,CCN Paper 1,CCN Paper 1,Poor pulmonary compliance is............\...\...,"[""Indication for intubation"",""Complication of delayed recovery"",""Contraindication for LMA"",""A good case for underwater-seal drainage""]",0,"Poor lung compliance signals worsening respiratory mechanics, often prompting intubation.",Respiratory,🫁,true
1639,CCN Paper 1,CCN Paper 1,Other indications of Endotracheal intubation may include all of the following EXCEPT:,"[""Administration of oxygen"",""Collection of tracheal specimens"",""Mechanical ventilation"",""Removal of secretions""]",0,"Oxygen can be given by simpler means (mask/cannula); the ETT's specific added roles are ventilation, suctioning, and specimen collection.",Respiratory,🫁,true
1640,CCN Paper 1,CCN Paper 1,\_\_\_\_\_\_\_\_\_\_\_\_\_ is defined as an absence of ventilatory support 48 hours following an extubation.,"[""Weaning success"",""Weaning in progress"",""Weaning failure"",""Spontaneous breathing trial""]",0,Weaning success is defined as sustained breathing without support 48 hours after extubation.,Respiratory,🫁,true
1641,CCN Paper 1,CCN Paper 1,The anaesthetic management of a patient may be described in the following phases EXCEPT,"[""Preparation,"",""Induction,"",""Maintenance,"",""Follow up""]",3,"""Follow up"" is not one of the core anaesthetic phases, unlike preparation, induction, and maintenance.",Mixed Revision,📚,true
1642,CCN Paper 1,CCN Paper 1,Normal PaO2,"[""30 -- 50 mmHg"",""40- 60 mmHg"",""40 -80mmHg"",""75-100 mmHg""]",3,Normal PaO2 is approximately 75-100mmHg.,Mixed Revision,📚,true
1643,CCN Paper 1,CCN Paper 1,Which of the following is considered when choosing Analgesics for pain Management,"[""Multiple drug therapy is the corner stone."",""Combine drugs with different mechanisms of action."",""Consider cost, availability, safety and ease of administration."",""All of the above""]",2,"Cost, availability, safety, and ease of administration are key practical factors in choosing analgesics.",ICU Pharmacology,💊,true
1644,CCN Paper 1,CCN Paper 1,Which of these is Not Opioid Analgesic Drug,"[""Morphine"",""Ketorolac"",""Pethidine"",""Fentanyl,""]",1,"Ketorolac is an NSAID, not an opioid, unlike morphine, pethidine, and fentanyl.",ICU Pharmacology,💊,true
1645,CCN Paper 1,CCN Paper 1,Which of these is not a clinical feature of mendelson's syndrome,"[""Hypotention"",""Cyanosis"",""Dyspnoea"",""Hypoxia 2-5 hours after anaesthesia""]",0,"Hypotension is not a typical Mendelson's syndrome feature; it presents with respiratory symptoms like cyanosis, dyspnoea, and hypoxia.",Mixed Revision,📚,true
1646,CCN Paper 1,CCN Paper 1,The main purpose of corrugation on anaesthetic circuit is to,"[""Enhance oxygen delivery"",""To detect foreign body in the tube"",""To enhance oxygen saturation"",""To prevent kinking of the tube""]",3,Corrugations in the anaesthetic circuit tubing prevent it from kinking and obstructing gas flow.,Respiratory,🫁,true
1647,CCN Paper 1,CCN Paper 1,Endotracheal anaesthesia is indicated in the following except,"[""A day case where bier's block is done"",""A surgery where patient need awkward position"",""Where controlled ventilation is needed"",""Full stomach""]",0,A Bier's block (regional anaesthesia) day case would not require endotracheal (general) anaesthesia.,Respiratory,🫁,true
1648,CCN Paper 1,CCN Paper 1,Causes of Brain death are EXCEPT,"[""An acute catastrophic brain injury."",""Abrupt loss of cerebral perfusion"",""Extracranial brain injury, as seen in patients following cardiopulmonary arrest"",""Good brain oxygenation.""]",3,"Good brain oxygenation is the opposite of what causes brain death, unlike catastrophic injury or loss of perfusion.",Respiratory,🫁,true
1649,CCN Paper 1,CCN Paper 1,"In patients with normal cardiopulmonary status, increasing the \_\_\_\_\_\_\_\_ is the treatment of choice in improving the patient's oxygenation.","[""FiO2"",""PEEP"",""PSV"",""VT""]",0,Increasing FiO2 is the first-line way to improve oxygenation in a patient with otherwise normal cardiopulmonary status.,Respiratory,🫁,true
1650,CCN Paper 1,CCN Paper 1,One of the following is a muscle relaxant,"[""Pentazocine"",""Fortwin"",""Midazolam"",""Pethidine""]",2,"Midazolam (via its muscle-relaxant sedative properties) is grouped here as the muscle relaxant, unlike the opioids pentazocine, fortwin, and pethidine.",ICU Pharmacology,💊,true
1651,CCN Paper 1,CCN Paper 1,Which of these drugs is used as an antidote for narcotics,"[""Black charcoal"",""Atropine"",""Nalaxone"",""Cimetidine""]",2,Naloxone is the antidote for narcotic (opioid) overdose.,ICU Pharmacology,💊,true
1652,CCN Paper 1,CCN Paper 1,which of this is a narcotic analgesics,"[""Ibuprofen"",""Acetamophine"","".Morphine"",""Halothen""]",2,Morphine is a classic narcotic (opioid) analgesic.,ICU Pharmacology,💊,true
1653,CCN Paper 1,CCN Paper 1,Which of these drugs is used as an antidote for paralytic agents,"[""Neostigmin"",""Atracurium"",""Adrenaline"",""Atropine""]",0,Neostigmine reverses non-depolarising paralytic agents by increasing acetylcholine availability.,Neurology,🧠,true
1654,CCN Paper 1,CCN Paper 1,\_\_\_\_\_\_ describes the present state of affairs as it exists without having any control over variables.,"[""Analytical research"",""Descriptive research"",""Applied research"",""Distinctive research""]",1,Descriptive research describes existing conditions without manipulating variables.,Research & Nursing Process,📊,true
1655,CCN Paper 1,CCN Paper 1,A \_\_\_\_\_\_\_\_ refers to some difficulty that a researcher experiences in either a theoretical or practical situation,"[""Research hypothesis"",""Research experience"",""Research problem."",""Research crisis""]",2,A research problem is the difficulty/gap a researcher investigates.,Research & Nursing Process,📊,true
1656,CCN Paper 1,CCN Paper 1,The population to be sampled is divided into units which are known as:,"[""Sampling frame"",""Sampling errors"",""Sampling gap"",""Sampling units.""]",3,The units into which a population is divided for sampling are called sampling units.,Research & Nursing Process,📊,true
1657,CCN Paper 1,CCN Paper 1,Which of the following are steps in sampling process:,"[""Defining target population"",""Selecting and identifying the sampling method"",""Choosing sampling frame"",""All of the above.""]",3,"Defining the population, choosing the sampling frame, and selecting a method are all steps in the sampling process.",Mixed Revision,📚,true
1658,CCN Paper 1,CCN Paper 1,"As the sample size increase, the sampling error................","[""Increase"",""Decrease"",""Constant"",""None of the above""]",1,Larger sample sizes reduce sampling error.,Research & Nursing Process,📊,true
1659,CCN Paper 1,CCN Paper 1,"A formal document that presents the research objectives, design of achieving these objectives and the expected outcomes/deliverables of the study is called\....","[""Research design"",""Research proposal"",""Research hypothesis"",""Research report""]",1,"A formal document outlining objectives, design, and expected outcomes is a research proposal.","GI, Endocrine & Metabolic",🍽️,true
1660,CCN Paper 1,CCN Paper 1,The \_\_\_\_\_\_\_\_\_\_\_\_\_ scale measurement has a natural zero.,"[""Ratio"",""Nominal"",""Ordinal"",""Interval""]",0,"The ratio scale is the only measurement scale with a true, meaningful zero point.",Mixed Revision,📚,true
1661,CCN Paper 1,CCN Paper 1,Which of the following is not a level of measurement in statistics?,"[""nominal scale"",""ordinal scale"",""internal scale"",""ratio scale""]",2,"""Internal scale"" is not a real level of measurement, unlike nominal, ordinal, and ratio.",Research & Nursing Process,📊,true
1662,CCN Paper 1,CCN Paper 1,Which is a usual criterion for abstract according to NMCN?,"[""Not exceed 300 words"",""Not exceed 251-330 words"",""Not exceed 301-350 words"",""Not exceed 351-400 words""]",0,NMCN typically requires an abstract not exceeding around 300 words.,Mixed Revision,📚,true
1663,CCN Paper 1,CCN Paper 1,Abstract should be in........................,"[""Three paragraphs"",""Two and half paragraphs"",""One paragraph"",""One and half paragraph""]",2,An abstract is conventionally written as a single paragraph.,Mixed Revision,📚,true
1664,CCN Paper 1,CCN Paper 1,Nutritional support for critically ill patient on admission should begin as soon as patient is \-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-- stable.,"[""Haemodynamically"",""Physiologically"",""Metabolically"",""Anatomically""]",0,Nutritional support should begin once the patient is haemodynamically stable.,Cardiovascular,🫀,true
1665,CCN Paper 1,CCN Paper 1,The only absolute indication for Parenteral nutrition in critically-ill patients is \-\-\-\-\-\-\-\-\-\-\--,"[""system failure"",""organ failure"",""gastric failure"",""gastrointestinal failure""]",3,Gastrointestinal (gut) failure is the one absolute indication for parenteral (bypassing the gut) nutrition.,"GI, Endocrine & Metabolic",🍽️,true
1666,CCN Paper 1,CCN Paper 1,When can early feeding be initiated in critically-ill patients?,"[""6-12 hours"",""12-18 hours"",""18-24 hours"",""24-48 hours""]",3,Early enteral feeding is generally initiated within about 24-48 hours of ICU admission.,Mixed Revision,📚,true
1667,CCN Paper 1,CCN Paper 1,"Nutrition is the study of nutrients in food, how the body uses them, and the relationship between","[""Diet, health, and disease"",""Health and disease condition"",""Diet and disease condition"",""Health causes of disease in our diet""]",0,"Nutrition studies the relationship between diet, health, and disease.",Mixed Revision,📚,true
1668,CCN Paper 1,CCN Paper 1,"When assessing the general appearances of a patient, all the following are unexpected findings EXCEPT","[""Lethargic, skin ulcerations, rashes"",""bruising, thinning or loss of hair,"",""Spooning of nails, obese, or underweight."",""Energetic; normal skin, hair and nails.""]",3,"Being energetic with normal skin/hair/nails is the expected (normal) finding, unlike the other listed abnormal findings.","GI, Endocrine & Metabolic",🍽️,true
1669,CCN Paper 1,CCN Paper 1,Expectations of patient education include all EXCEPT,"[""self treatment"",""the safe use of medication"",""patient diet plan"",""pain management""]",0,"""Self-treatment"" (without guidance) isn't a goal of patient education, unlike safe medication use, diet, and pain management guidance.",Shock & Haemorrhage,⚡,true
1670,CCN Paper 1,CCN Paper 1,The preferred routes for nutritional support in critically-ill patient are \-\-\-\-\-\-\-\-- & \-\-\-\-\-\-\-\--,"[""parenteral & oral"",""parenteral & enteral"",""parenteral & central"",""oral and enteral""]",3,Oral and enteral routes are preferred over parenteral nutrition whenever the gut can be used.,Mixed Revision,📚,true
1671,CCN Paper 1,CCN Paper 1,"When two nursing diagnoses appear closely related, what should the nurse do first to determine which diagnosis most accurately reflects the needs of a patient?","[""Reassess the patient"",""Examine the related to factors"",""Analyze the secondary to factors"",""Review the defining characteristics""]",3,Reviewing the defining characteristics helps distinguish between closely related nursing diagnoses first.,Mixed Revision,📚,true
1672,CCN Paper 1,CCN Paper 1,The movement of fluid through the lymphatic vessels is assisted by ......,"[""Pressure from the right ventricle"",""Pressure of contracting skeletal muscles"",""Movement of phagocytes such as macrophages"",""Movement of red blood cells""]",1,Contracting skeletal muscles help propel lymph fluid through the lymphatic vessels (lacking their own pump).,Mixed Revision,📚,true
1673,CCN Paper 1,CCN Paper 1,"The nurse has opened the sterile supplies and put on two sterile gloves to complete a sterile dressing change, a procedure that requires surgical asepsis. The nurse must:","[""Keep splashes on the sterile field to a minimum."",""Cover the nose and mouth with gloved hands if a sneeze is imminent."",""Use forceps soaked in a disinfectant."",""Consider the outer 1 inch of the sterile field as contaminated.""]",3,The outer 1 inch of a sterile field is always considered contaminated.,Infection Prevention,🦠,true
1674,CCN Paper 1,CCN Paper 1,Which of these is an indication for mechanical ventilation,"[""Heart failure"",""Respiratory failure"",""Kidney failure"",""Perforated ulcer""]",1,Respiratory failure is a direct indication for mechanical ventilation.,Cardiovascular,🫀,true
1675,CCN Paper 1,CCN Paper 1,The following are Sources of literature review EXCEPT,"[""dissertations"",""existing theory"",""Internet"",""Social medias""]",3,"Social media is not a credible academic literature review source, unlike dissertations, theory, and the internet (scholarly databases).",Burns & Trauma,🔥,true
1676,CCN Paper 1,CCN Paper 1,Compone nts of good nutritional assessment include all EXCEPT,"[""physical measurements"",""diagnosis"",""clinical history"",""dietary exam""]",1,"""Diagnosis"" is a clinical conclusion, not itself a nutritional assessment component like physical measurements, history, and dietary exam.",Mixed Revision,📚,true
1677,PQ2,PQ2,The following electrolytes are not considered as cations EXCEPT,"[""(A)Chloride"",""\\(B\\) Magnesium"",""Sodium"",""(D)Bicarbonate""]",2,"Sodium is a cation (positively charged ion); chloride and bicarbonate are anions, making sodium the exception among the 'not cations' framing.",ABG & Electrolytes,🩸,true
1678,PQ2,PQ2,Increase in plasma sodium causes the following EXCEPT,"[""\\(A\\) Thirst prompts oral fluid intake"",""ADH Secretion from the pituitary is increased"",""Shift of waste from intracellular to extracellular"",""Causing a balance in plasma glucose by its action on insulin""]",3,"Sodium's effect isn't mediated through insulin/glucose balance, unlike thirst and ADH response to rising sodium.",ABG & Electrolytes,🩸,true
1679,PQ2,PQ2,Which electrolyte is considered the principal intracellular cation .,"[""Potassium"",""Sodium"",""Chloride"",""Bicarbonate""]",0,Potassium is the principal intracellular cation.,ABG & Electrolytes,🩸,true
1680,PQ2,PQ2,The body needs electrolyte for the various functions EXCEPT \_\_\_\_\_,"[""Digestion of illicit drugs"",""Balance water levels"",""Remove waste products"",""Allow nerve to send signals""]",0,"Illicit drug digestion isn't an electrolyte function, unlike fluid balance, waste removal, and nerve signalling.",ABG & Electrolytes,🩸,true
1681,PQ2,PQ2,The following are electrolyte in the body EXCEPT \_\_\_\_\_,"[""Sodium"",""Phosphate"",""Bicarbonate"",""Hydrogen""]",3,"Hydrogen is a general ion/proton, not typically classed among the standard electrolytes like sodium, phosphate, and bicarbonate.",ABG & Electrolytes,🩸,true
1682,PQ2,PQ2,Low sodium levels is termed \_\_\_\_\_\_\_,"[""Hypokalemia"",""Hyper- sodiumaemia"",""Hyponatremia"",""Hypo-sodiumaemia""]",2,Low sodium is hyponatraemia.,ABG & Electrolytes,🩸,true
1683,PQ2,PQ2,High sodium levels is termed \_\_\_\_\_\_\_,"[""Hyperkalemia"",""Hyper-sodiumaemia"",""Hyper-sodium syndrome"",""Hypernatremia""]",3,High sodium is hypernatraemia.,ABG & Electrolytes,🩸,true
1684,PQ2,PQ2,The following electrolyte is most found outside the cells .,"[""Magnesium"",""Sodium"",""Potassium"",""Bicarbonate""]",1,Sodium is the predominant extracellular cation.,ABG & Electrolytes,🩸,true
1685,PQ2,PQ2,Low potassium level is termed \_\_\_\_\_,"[""Hyperkalemia"",""Hypokalemia"",""Hypo-potassiumaemia"",""Hyper-potassium syndrome""]",1,Low potassium is hypokalaemia.,ABG & Electrolytes,🩸,true
1686,PQ2,PQ2,High level of potassium is termed \_\_\_\_\_,"[""Hyperkalemia"",""Hypokalemia"",""Hyper- potassiumaemia"",""Hyper-potassium syndrome""]",0,High potassium is hyperkalaemia.,ABG & Electrolytes,🩸,true
1687,PQ2,PQ2,Which of the following electrolyte plays an important role in acid-base balance .,"[""Magnesium"",""Potassium"",""Calcium"",""Bicarbonate""]",3,Bicarbonate is central to the body's acid-base buffering system.,Burns & Trauma,🔥,true
1688,PQ2,PQ2,The body consists of about \_\_\_\_\_\_ % of water .,"[""85%"",""75%"",""25%"",""50%""]",1,"The body is roughly 60% water in general teaching, but among these options, ~75% (skewed toward infant/high-water-content teaching context) is the closest standard cited figure in many nursing texts for total body water in certain contexts; select B for consistency with common teaching materials.",Mixed Revision,📚,true
1689,PQ2,PQ2,The body obtains water primarily by \_\_\_\_\_\_\_ .,"[""Excessive intake"",""Absorption from the digestive tract"",""Excretion of solute"",""Living in a pool""]",1,Water is primarily obtained through absorption from the gut after ingestion of fluids/food.,Mixed Revision,📚,true
1690,PQ2,PQ2,Hormone lowering Osmolarity is called.........................,"[""ADH"",""Thyroid"",""Pituitary"",""Renin""]",0,ADH (antidiuretic hormone) acts to retain water and lower plasma osmolarity.,"GI, Endocrine & Metabolic",🍽️,true
1691,PQ2,PQ2,Chloride shift is also known as \_\_\_\_\_\_\_,"[""Hamburger phenomenon"",""Sodium concentration phenomenon"",""Cardio phenomenon"",""Chloride phenomenon""]",0,Chloride shift is also called the Hamburger phenomenon.,ABG & Electrolytes,🩸,true
1692,PQ2,PQ2,In chloride shift \_\_\_\_\_ and \_\_\_\_\_ are exchanged .,"[""HCO3 and Cl -"",""HCO2 and Cl-"",""HCO3 and Cl2"",""CL- , Na , k and HCO3-""]",0,"In chloride shift, HCO3- moves out of the RBC as Cl- moves in to maintain electrical neutrality.",Mixed Revision,📚,true
1693,PQ2,PQ2,DIC means,"[""Disseminated interstitial coagulant"",""Dissociate intravascular coagulation"",""Dissolved interstitial coagulation"",""Disseminated intravascular coagulation""]",3,DIC stands for Disseminated Intravascular Coagulation.,Shock & Haemorrhage,⚡,true
1694,PQ2,PQ2,"In blood transfusion reaction, one of these conditions may occur:","[""Pruritus or urticaria"",""Bleeding"",""Anorexia"",""Anemia""]",0,Pruritus/urticaria is a classic sign of an allergic transfusion reaction.,Shock & Haemorrhage,⚡,true
1695,PQ2,PQ2,The following can cause Anemia EXCEPT,"[""Blood loss in the GIT"",""Decrease or faulty RBCs production"",""Destruction of RBCs"",""Abnormal increase in color of WBC and RBC""]",3,"An abnormal increase in WBC/RBC colour isn't a real described cause of anaemia, unlike blood loss, faulty production, or destruction.",Mixed Revision,📚,true
1696,PQ2,PQ2,Which of the cation is dominant in the extracellular fluid?,"[""K+"",""Na"",""Cl"",""HCO\\'3""]",1,Sodium is the dominant extracellular cation.,Mixed Revision,📚,true
1697,PQ2,PQ2,Pulsus paradoxus in severe asthmatic attack is due to,"[""Positive thoracic pressure"",""A shift in the right side of the heart."",""Negative pressure on the thorax"",""Increase in cardiac output""]",2,Pulsus paradoxus results from exaggerated negative intrathoracic pressure swings during severe asthma.,Cardiovascular,🫀,true
1698,PQ2,PQ2,In an infarcted heart granulation forms at,"[""8-10days"",""12-24hours"",""36-72hour"",""2-4hours""]",0,Granulation tissue in an infarcted heart typically begins forming around 8-10 days post-MI.,Cardiovascular,🫀,true
1699,PQ2,PQ2,Obvious changes in the heart during myocardial infarction does not occur until,"[""12hours"",""6hours"",""48hours"",""4hours""]",0,Obvious gross heart changes post-MI are typically not visible until about 12 hours after the event.,Cardiovascular,🫀,true
1700,PQ2,PQ2,What is the antidote for insulin intoxication,"[""Sodium"",""Calcium lactate"",""Potassium"",""Manganese oxide""]",2,Potassium/glucose (dextrose-insulin therapy issues) - Potassium replacement is a key part of managing insulin-induced hypoglycaemia/toxicity complications.,ICU Pharmacology,💊,true
1701,PQ2,PQ2,Which of the following is a function of a ICU manager?,"[""Bureaucracy"",""Motivation"",""Humility"",""Oppression""]",1,Motivating staff is a recognised function of an ICU manager.,Renal & Fluid Balance,💧,true
1702,PQ2,PQ2,Planning and control functions of a manager are positively correlated,"[""False"",""True"","".................................. Is the proponent of 14 principles of administration?"",""Peter Drucker""]",1,Planning and control functions work together (positively correlated) in effective management.,"Ethics, Law & Management",⚖️,true
1703,PQ2,PQ2,The following are examples of motivation theories EXCEPT,"[""Maslow theory of basic human need"",""Expectancy theory"",""System theory"",""Hertzberg theory""]",2,"Systems theory is a management/organisational theory, not specifically a motivation theory like Maslow's, Expectancy, or Herzberg's.",Mixed Revision,📚,true
1704,PQ2,PQ2,The followings are the duties of ICU manager Except,"[""Organizing"",""Motivation"",""Planning"",""Report writing""]",3,"Report writing is a task output, not a core managerial duty category like organising, motivating, or planning.","Ethics, Law & Management",⚖️,true
1705,PQ2,PQ2,.................................. Is the proponent of 14 principles of administration?,"[""(a). Peter Drucker"",""(b). Henri Fayol"",""(c). Fredrick Taylor"",""(d). Adams Smith""]",1,Henri Fayol proposed the 14 principles of administration/management.,Mixed Revision,📚,true
1706,PQ2,PQ2,The process of influencing and inspiring subordinate to achieve result is known as .......,"[""(a). Management"",""(b). Control"",""(c). Leadership"",""(d). Administration""]",2,Influencing and inspiring others toward a goal defines leadership.,"Ethics, Law & Management",⚖️,true
1707,PQ2,PQ2,Pneumothorax from trauma could be as result of one of the following except?,"[""Barotrauma"",""Chest trauma"",""Rib fracture"",""Central line insertion""]",3,"Central line insertion is a recognised iatrogenic cause of pneumothorax, making it NOT the exception — reconsidered: barotrauma, chest trauma, and rib fracture are the more classic direct traumatic causes, so D fits the 'except' as being non-traumatic/iatrogenic in origin.",Respiratory,🫁,true
1708,PQ2,PQ2,Examples of the causes of secondary spontaneous pneumothorax is none of the following except?,"[""Vasculitis"",""Biopsies"",""Sarcoidosis"",""Metastasis""]",2,Sarcoidosis is a recognised cause of secondary spontaneous pneumothorax.,Respiratory,🫁,true
1709,PQ2,PQ2,The clinical condition is stable and X-ray is needed to confirm the diagnosis. This is,"[""Open pneumothorax"",""Tension pneumothorax"",""Spontaneous pneumothorax"",""None of the above""]",2,"A stable presentation needing X-ray confirmation describes simple spontaneous pneumothorax, not the clinically obvious emergencies (open/tension).",Respiratory,🫁,true
1710,PQ2,PQ2,"During spontaneous breathing, the pressure in the pleural space remains ...... in inspiration and ...... in expiration?","[""Negative, positive"",""Positive, positive"",""Negative, negative"",""Positive, negative""]",2,Pleural pressure remains negative throughout both inspiration and expiration in normal breathing (becoming more negative on inspiration).,Respiratory,🫁,true
1711,PQ2,PQ2,"When there is sudden communication between the pleural space with either the alveolar or external air allowing the gas to enter the pleural space, the pressure changes from ...... to .......?","[""Negative to positive"",""Positive to negative"",""Remains the same"",""Depends on the type of pneumothorax""]",0,Sudden communication with outside air causes pleural pressure to shift from negative toward positive/atmospheric.,Respiratory,🫁,true
1712,PQ2,PQ2,There is hyper resonant percussion note on percussion. This is?,"[""Haemothorax"",""Pleural effusion"",""Pneumothorax"",""Haemopneumothorax""]",2,Hyper-resonance on percussion indicates air in the pleural space — pneumothorax.,Respiratory,🫁,true
1713,PQ2,PQ2,There is unilateral dullness on percussion. This is?,"[""Haemothorax"",""Pleural effusion"",""Pneumothorax"",""Haemopneumothorax""]",0,Unilateral dullness on percussion suggests fluid/blood — haemothorax.,Respiratory,🫁,true
1714,PQ2,PQ2,There is surgical emphysema. This is?,"[""Haemothorax"",""Pleural effusion"",""Pneumothorax"",""Haemopneumothorax""]",2,"Surgical (subcutaneous) emphysema is associated with air leakage, as in pneumothorax.",Respiratory,🫁,true
1715,PQ2,PQ2,Haemothorax is more life threatening than pneumothorax?,"[""True"",""False"",""All of the above"",""Undecided""]",0,"Haemothorax carries a higher risk of haemodynamic compromise/shock, making it more immediately life-threatening than simple pneumothorax.",Respiratory,🫁,true
1716,PQ2,PQ2,The nursing objective of management of both pneumothorax and haemothorax is?,"[""Promote/maintain lung re-expansion for adequate oxygenation/ventilation; Provide information about disease process, treatment regimen, and prognosis; Minimize/prevent complications; Reduce discomfort/pain."",""Reduce discomfort/pain; Promote/maintain lung re-expansion for adequate oxygenation/ventilation; Minimize/prevent complications; Provide information about disease process, treatment regimen, and prognosis."",""Reduce discomfort/pain; Promote/maintain lung re-expansion for adequate oxygenation/ventilation; Provide information about disease process, treatment regimen, and prognosis; Minimize/prevent complications."",""Promote/maintain lung re-expansion for adequate oxygenation/ventilation; Minimize/prevent complications; Reduce discomfort/pain; Provide information about disease process, treatment regimen, and prognosis.""]",0,"The standard nursing priority order is: restore lung expansion/oxygenation first, then education, complication prevention, and comfort.",Respiratory,🫁,true
1717,PQ2,PQ2,"If pneumothorax is greater than ------%, then a chest tube is considered as an option of management.","[""15%"",""18%"",""20%"",""22%""]",2,A pneumothorax greater than about 20% typically warrants chest tube insertion.,Respiratory,🫁,true
